id,name_en-GB,name_de-DE,name_ch-DE,name_nl-NL,location_tour32,country_id,state_id,region_id,cid_primarix,id_primarix
597,Keauhou,Keauhou,Keauhou,Keauhou,,61,,129,,
598,Kihei,Kihei,Kihei,Kihei,1086,61,,132,,
599,Kohala,Kohala,Kohala,Kohala,,61,,129,,
600,Koloa,Koloa,Koloa,Koloa,,61,,130,,
601,Kona,Kona,Kona,Kona,1135,61,,129,51,121453
602,Lahaina,Lahaina,Lahaina,Lahaina,,61,,132,51,121603
603,Lanai City,Lanai City,Lanai City,Lanai City,,61,,131,,
604,Lihue,Lihue,Lihue,Lihue,1264,61,,130,,
605,Marina del Rey/Los Angeles,Marina del Rey/Los Angeles,Marina del Rey/Los Angeles,Marina del Rey/Los Angeles,,61,,,,
606,Myrtle Beach,Myrtle Beach,Myrtle Beach,Myrtle Beach,,61,13,,,
607,Naples,Naples,Naples,Naples,,61,11,,,
608,New York,New York,New York,New York,1660,61,,,51,121439
609,Poipu Beach,Poipu Beach,Poipu Beach,Poipu Beach,,61,,130,,
610,San Francisco,San Francisco,San Francisco,San Francisco,2137,61,,,51,121437
611,Sarasota,Sarasota,Sarasota,Sarasota,,61,11,,,
612,Volcano Village,Volcano Village,Volcano Village,Volcano Village,,61,,129,,
613,Wailea,Wailea,Wailea,Wailea,,61,,132,,
614,Waimea,Waimea,Waimea,Waimea,,61,,130,,
615,Aore Island,Aore Island,Aore Island,Aore Island,,62,,,,
616,Lenakel,Lenakel,Lenakel,Lenakel,,62,,,,
617,Luganville,Luganville,Luganville,Luganville,,62,,,51,24570
618,Port Vila,Port Vila,Port Vila,Port Vila,,62,,,51,3510
619,Dubai,Dubai,Dubai,Dubai,575,63,,,51,24575
620,Kafue Nationalpark,Kafue Nationalpark,Kafue Nationalpark,Kafue Nationalpark,,65,,137,,
621,Liuwa Plains Nationalpark,Liuwa Plains Nationalpark,Liuwa Plains Nationalpark,Liuwa Plains Nationalpark,,65,,137,,
622,Livingstone,Livingstone,Livingstone,Livingstone,1282,65,,140,51,3523
623,Lower Zambezi Nationalpark,Lower Zambezi Nationalpark,Lower Zambezi Nationalpark,Lower Zambezi Nationalpark,,65,,135,,
624,South Luangwa Nationalpark,South Luangwa Nationalpark,South Luangwa Nationalpark,South Luangwa Nationalpark,,65,,136,,
625,Gonarezhou NP,Gonarezhou NP,Gonarezhou NP,Gonarezhou NP,760,66,,141,,
626,Hwange Nationalpark,Hwange Nationalpark,Hwange Nationalpark,Hwange Nationalpark,,66,,138,,
627,Lake Kariba,Lake Kariba,Lake Kariba,Lake Kariba,1201,66,,,,
628,Mana Pools,Mana Pools,Mana Pools,Mana Pools,1372,66,,,,
629,Mana Pools Nationalpark,Mana Pools Nationalpark,Mana Pools Nationalpark,Mana Pools Nationalpark,,66,,141,,
630,Nyanga Nationalpark,Nyanga Nationalpark,Nyanga Nationalpark,Nyanga Nationalpark,,66,,139,,
631,Victoria Falls,Victoria Falls,Victoria Falls,Victoria Falls,2540,66,,140,51,3514
